sample_887	sample_257	sample_377	sample_594	sample_220	sample_352	sample_266	sample_665	sample_986	sample_699	sample_593	sample_111	sample_88	sample_446	sample_267	sample_188	sample_973	sample_325	sample_211	sample_660	sample_901	sample_116	sample_669	sample_588	sample_358	sample_215	sample_76	sample_265	sample_46	sample_182	sample_936	sample_546	sample_280	sample_994	sample_262	sample_15	sample_978	sample_828	sample_423	sample_899	sample_898	sample_792	sample_734	sample_242	sample_49	sample_644	sample_61	sample_837	sample_443	sample_469	sample_808	sample_954	sample_195	sample_789	sample_557	sample_194	sample_632	sample_860	sample_886	sample_841	sample_34	sample_780	sample_334	sample_387	sample_612	sample_433	sample_798	sample_793	sample_246	sample_166	sample_183	sample_44	sample_498	sample_293	sample_866	sample_929	sample_278	sample_778	sample_630	sample_795	sample_140	sample_829	sample_673	sample_732	sample_59	sample_83	sample_613	sample_646	sample_180	sample_200	sample_809	sample_471	sample_979	sample_518	sample_87	sample_714	sample_411	sample_722	sample_512	sample_289	sample_786	sample_28	sample_404	sample_122	sample_238	sample_64	sample_31	sample_730	sample_131	sample_696	sample_843	sample_909	sample_707	sample_317	sample_441	sample_721	sample_277	sample_344	sample_189	sample_713	sample_400	sample_604	sample_154	sample_38	sample_904	sample_508	sample_436	sample_442	sample_233	sample_692	sample_870	sample_10	sample_602	sample_158	sample_307	sample_631	sample_424	sample_519	sample_305	sample_354	sample_955	sample_376	sample_229	sample_524	sample_231	sample_385	sample_218	sample_657	sample_142	sample_248	sample_641	sample_148	sample_663	sample_435	sample_548	sample_906	sample_896	sample_306	sample_514	sample_201	sample_664	sample_872	sample_757	sample_768	sample_988	sample_737	sample_788	sample_831	sample_827	sample_879	sample_802	sample_349	sample_958	sample_703	sample_525	sample_473	sample_197	sample_645	sample_848	sample_946	sample_147	sample_234	sample_396	sample_920	sample_564	sample_626	sample_764	sample_401	sample_310	sample_228	sample_796	sample_409	sample_239	sample_323	sample_146	sample_987	sample_969	sample_889	sample_448	sample_515
taxon_196	56520426	14130106	56520426	28260213	28260213	211951596	28260213	127170958	42390319	98910745	14130106	0	42390319	84780638	211951596	98910745	367382767	113040851	28260213	14130106	113040851	0	70650532	56520426	14130106	28260213	28260213	28260213	268472022	42390319	0	0	0	0	494553724	56520426	141301064	113040851	42390319	169561277	42390319	932587023	42390319	0	84780638	14130106	14130106	0	226081703	381512873	28260213	42390319	310862341	0	0	324992447	127170958	0	56520426	42390319	0	28260213	0	42390319	70650532	226081703	0	0	28260213	28260213	70650532	28260213	0	84780638	0	14130106	113040851	84780638	28260213	113040851	240211809	28260213	28260213	28260213	84780638	0	56520426	28260213	14130106	155431171	466293512	70650532	0	353252660	84780638	14130106	14130106	0	579334363	42390319	183691383	14130106	28260213	56520426	14130106	84780638	0	98910745	14130106	70650532	0	226081703	0	0	0	127170958	42390319	211951596	14130106	14130106	0	0	70650532	127170958	28260213	113040851	28260213	70650532	14130106	169561277	42390319	0	56520426	127170958	84780638	14130106	169561277	183691383	127170958	14130106	127170958	423903192	98910745	0	113040851	113040851	0	734765533	28260213	14130106	127170958	113040851	42390319	409773086	84780638	155431171	254341915	28260213	56520426	84780638	381512873	14130106	56520426	565204256	42390319	70650532	14130106	42390319	56520426	183691383	28260213	536944044	0	28260213	0	42390319	353252660	84780638	0	113040851	70650532	28260213	14130106	56520426	98910745	70650532	42390319	56520426	113040851	28260213	42390319	0	113040851	28260213	0	0	56520426	14130106	296732235	0
taxon_244	67238698	20171609	8965160	8965160	26895479	31378059	15689030	49308379	73962568	78445148	17930320	4482580	4482580	20171609	11206450	49308379	29136769	11206450	8965160	13447740	58273538	15689030	11206450	15689030	4482580	33619349	15689030	0	40343219	82927728	13447740	31378059	0	2241290	31378059	2241290	0	17930320	0	60514828	20171609	80686438	150166426	0	11206450	17930320	24654189	4482580	15689030	17930320	20171609	13447740	29136769	20171609	15689030	13447740	8965160	73962568	0	40343219	0	2241290	20171609	8965160	73962568	13447740	11206450	2241290	4482580	58273538	44825799	4482580	15689030	44825799	6723870	73962568	38101929	2241290	22412899	8965160	51549669	6723870	20171609	2241290	4482580	51549669	103099337	17930320	8965160	29136769	22412899	29136769	85169018	29136769	11206450	4482580	0	8965160	51549669	13447740	51549669	2241290	6723870	2241290	42584509	6723870	13447740	73962568	2241290	11206450	4482580	24654189	6723870	69479988	8965160	60514828	11206450	17930320	49308379	6723870	13447740	2241290	0	6723870	56032248	51549669	11206450	4482580	13447740	47067089	87410308	4482580	47067089	31378059	8965160	13447740	53790959	42584509	8965160	6723870	0	17930320	11206450	0	56032248	20171609	8965160	56032248	4482580	4482580	87410308	112064497	29136769	0	47067089	35860639	49308379	31378059	2241290	6723870	8965160	89651598	11206450	33619349	6723870	11206450	17930320	20171609	2241290	31378059	15689030	33619349	91892888	67238698	13447740	22412899	11206450	31378059	0	20171609	40343219	8965160	17930320	78445148	58273538	11206450	24654189	11206450	53790959	6723870	6723870	13447740	91892888	11206450	17930320	0	17930320	85169018	47067089	29136769
taxon_122	9896870	10957249	8483031	5655354	5655354	7776112	353460	12371087	4948435	11310709	1060379	2120758	2474217	4594975	16612603	10250330	706919	1413839	2474217	3534596	8483031	706919	15198765	8129572	2120758	2827677	4594975	353460	2827677	10250330	5655354	32871747	9543410	3181137	26156014	353460	353460	4948435	706919	1767298	19440280	29337150	30044070	7422652	2120758	1060379	35345964	353460	706919	2474217	353460	706919	37466722	1060379	9189951	3534596	9896870	8483031	8129572	7422652	10603789	4948435	1060379	1413839	1767298	6715733	2827677	6362274	353460	1060379	13431466	0	353460	7422652	1060379	6362274	15905684	0	22621417	1060379	12017628	3888056	2474217	7422652	1413839	4594975	13784926	9543410	1767298	28630231	3888056	9189951	28276771	3534596	21207579	0	1060379	6715733	7069193	2120758	16612603	2827677	353460	706919	14491845	0	16259144	9543410	3534596	1060379	4241516	0	3181137	6008814	1767298	1413839	353460	22621417	77761121	353460	6008814	0	1060379	24388715	3888056	4241516	3181137	706919	706919	47717052	11664168	1413839	2474217	1413839	18733361	6715733	40294399	5301895	26156014	353460	4948435	706919	1413839	1767298	4948435	7069193	2827677	7069193	353460	1060379	16612603	12371087	2120758	5655354	24035256	51605108	0	7776112	2827677	3888056	5655354	1060379	3888056	353460	0	353460	3181137	7422652	1413839	35699424	706919	0	23681796	4948435	1060379	0	7069193	706919	0	4241516	2827677	706919	706919	18733361	0	5301895	3534596	353460	12724547	1060379	0	4948435	1060379	4241516	2474217	1060379	353460	4594975	14138386	17672982
taxon_267	79787980	3989399	7978798	7978798	27925793	43883389	15957596	39893990	55851586	19946995	19946995	3989399	3989399	27925793	19946995	47872788	19946995	3989399	35904591	0	47872788	23936394	31915192	39893990	0	11968197	15957596	3989399	31915192	43883389	3989399	59840985	3989399	7978798	23936394	0	0	11968197	0	23936394	175533556	135639566	95745576	3989399	0	35904591	59840985	3989399	3989399	3989399	3989399	31915192	11968197	35904591	7978798	51862187	39893990	67819783	11968197	0	0	0	0	0	59840985	19946995	3989399	27925793	0	15957596	63830384	3989399	3989399	0	15957596	91756177	47872788	0	35904591	3989399	71809182	19946995	7978798	3989399	0	107713773	55851586	7978798	0	63830384	7978798	11968197	0	59840985	0	0	0	0	75798581	0	19946995	3989399	11968197	11968197	43883389	0	19946995	83777379	0	0	3989399	67819783	7978798	75798581	15957596	15957596	7978798	0	47872788	39893990	19946995	0	0	35904591	179522955	27925793	7978798	3989399	11968197	103724374	15957596	7978798	11968197	55851586	35904591	7978798	131650167	15957596	3989399	7978798	3989399	75798581	27925793	0	67819783	15957596	23936394	31915192	11968197	23936394	115692571	67819783	67819783	0	111703172	7978798	67819783	83777379	0	7978798	11968197	35904591	3989399	51862187	0	0	11968197	27925793	7978798	19946995	0	0	43883389	71809182	15957596	19946995	0	55851586	0	39893990	47872788	0	35904591	107713773	11968197	3989399	3989399	3989399	75798581	19946995	0	3989399	67819783	7978798	3989399	0	7978798	127660768	3989399	7978798
taxon_71	3933059	414006	3312050	6417096	0	0	0	6003090	0	3933059	1242019	2277034	207003	11799177	207003	3312050	414006	207003	207003	621009	11592174	0	414006	207003	0	5589084	207003	1863028	5175078	0	0	10557158	207003	0	207003	0	0	1449022	2691040	1035016	414006	414006	5175078	207003	3105047	0	16767251	1035016	2070031	414006	2898043	0	0	621009	0	1449022	1242019	1242019	207003	5796087	828012	207003	1242019	0	828012	828012	621009	207003	2691040	3519053	3312050	828012	207003	13248199	1035016	1035016	2277034	0	2277034	0	5382081	0	2070031	621009	0	1449022	9522143	4347065	828012	3519053	1863028	7038105	4968074	1449022	4761071	1242019	1242019	1449022	2691040	828012	2898043	0	1035016	207003	4554068	1656025	621009	414006	0	207003	207003	1242019	1035016	1656025	3519053	8073121	4140062	9108136	5382081	207003	621009	1035016	414006	414006	3933059	2691040	0	0	1035016	2691040	9315140	0	5382081	207003	2691040	414006	10557158	1449022	3933059	207003	621009	4347065	1035016	207003	828012	5382081	828012	2691040	2277034	414006	6831102	3105047	1656025	16974254	1449022	207003	414006	2691040	621009	207003	621009	3726056	207003	7452112	207003	414006	1656025	0	3312050	1449022	1035016	2691040	2691040	2691040	207003	207003	4140062	4554068	207003	2691040	4140062	1863028	207003	8073121	1449022	207003	3105047	1242019	5175078	207003	414006	207003	1656025	0	414006	414006	621009	2484037	2898043	9522143
taxon_221	7924372	1921060	720397	1200662	1440795	8404637	3361855	3842120	480265	3601987	0	480265	1440795	2641457	0	12006624	1921060	2161192	960530	480265	15368479	1440795	720397	2641457	0	12006624	480265	240132	6003312	0	0	7444107	0	2401325	10565829	0	240132	1680927	0	4322385	4562517	16329009	8164504	0	5763180	0	9845432	1200662	3361855	480265	0	1921060	0	1440795	5523047	7444107	3121722	4082252	0	3601987	240132	0	720397	240132	4082252	2161192	1200662	0	1200662	960530	6243445	240132	2401325	2641457	480265	5763180	720397	0	6003312	1680927	7203974	2401325	480265	0	0	5282915	25213911	960530	1200662	720397	4082252	1921060	960530	2641457	6723709	0	0	240132	240132	240132	2161192	960530	1921060	480265	1680927	0	1200662	12967154	240132	240132	720397	4802650	720397	15848744	2881590	240132	0	2641457	10805962	960530	2161192	0	0	4322385	6003312	7203974	2881590	2161192	480265	5523047	11046094	1440795	1200662	2161192	3121722	1921060	6003312	240132	2161192	1921060	960530	9125034	960530	0	5763180	0	1680927	5523047	480265	0	25454043	960530	3601987	240132	1921060	3601987	1200662	10565829	1200662	480265	4322385	4562517	1440795	6003312	1921060	960530	720397	2161192	0	5042782	0	4802650	10085564	1680927	480265	2401325	2641457	4082252	0	720397	2881590	0	0	16569141	3361855	6723709	0	240132	2641457	960530	720397	0	6483577	480265	960530	240132	1200662	17769804	6963842	1680927
taxon_285	12310766	2279772	455954	1367863	8207177	20517944	2279772	18694126	8663132	11854812	1367863	911909	2279772	6383360	0	22341761	4103589	911909	1823817	911909	5471452	2279772	1367863	1823817	0	10486949	1823817	455954	5927406	2279772	1823817	13678629	1367863	455954	4559543	911909	0	2735726	0	6839315	5015497	31916801	27813213	1823817	5015497	911909	8663132	911909	8663132	455954	5015497	4103589	2735726	2279772	911909	9119086	10942903	18238172	0	911909	455954	455954	2735726	2735726	14134583	3647634	0	1367863	911909	9119086	14590538	1367863	2735726	2279772	1823817	19150081	5471452	0	10486949	911909	18694126	3191680	911909	455954	0	22341761	7751223	3647634	1367863	10942903	11854812	7295269	4559543	8663132	4103589	455954	0	3191680	13222675	911909	4559543	0	1823817	455954	3647634	911909	10030995	20517944	0	0	1367863	7295269	0	22797715	3191680	15958401	4559543	5015497	10030995	4559543	4559543	0	455954	8207177	19606035	5015497	911909	0	1367863	22341761	20061989	2279772	5471452	2735726	8663132	8663132	24165578	5471452	5471452	1367863	911909	8663132	2279772	911909	15958401	4559543	3647634	22341761	4559543	2735726	25077487	19606035	15958401	1823817	12766721	9575040	10942903	12310766	2279772	1823817	12766721	17782218	3191680	13222675	1367863	455954	3191680	7295269	911909	5015497	455954	2735726	21885807	9119086	1823817	911909	1367863	10030995	0	15502446	7751223	5015497	3191680	14590538	6383360	5471452	0	455954	5015497	455954	1367863	0	13222675	911909	1367863	0	1367863	30092984	3191680	6383360
taxon_25	131358600	28401860	10650697	10650697	81655346	63904184	49703254	88755811	173961390	88755811	31952092	3550232	17751162	92306043	7100465	142009298	17751162	0	7100465	7100465	88755811	31952092	35502324	35502324	0	39052557	3550232	14200930	63904184	14200930	28401860	42602789	14200930	17751162	21301395	3550232	7100465	0	0	71004649	21301395	436678590	181061854	3550232	42602789	10650697	53253487	7100465	88755811	3550232	14200930	63904184	7100465	7100465	56803719	67454416	110057206	220114411	0	31952092	0	3550232	17751162	14200930	74554881	56803719	3550232	49703254	0	21301395	181061854	0	28401860	14200930	31952092	241415806	142009298	10650697	3550232	42602789	191712552	28401860	3550232	10650697	0	163310692	149109763	24851627	17751162	92306043	49703254	49703254	46153022	14200930	17751162	0	3550232	3550232	46153022	3550232	67454416	10650697	14200930	7100465	31952092	3550232	113607438	213013946	7100465	3550232	3550232	60353951	24851627	88755811	17751162	88755811	24851627	53253487	152659995	10650697	39052557	0	0	7100465	74554881	78105114	31952092	28401860	3550232	220114411	110057206	17751162	67454416	53253487	14200930	63904184	230765109	10650697	28401860	0	10650697	315970687	81655346	0	159760460	28401860	3550232	46153022	28401860	60353951	422477660	99406508	42602789	0	117157671	81655346	35502324	163310692	10650697	21301395	10650697	85205579	21301395	102956741	3550232	17751162	3550232	24851627	10650697	28401860	14200930	10650697	198813017	56803719	10650697	28401860	3550232	102956741	0	81655346	71004649	10650697	24851627	134908833	159760460	124258135	10650697	3550232	17751162	3550232	3550232	3550232	149109763	31952092	0	10650697	7100465	450879520	60353951	0
taxon_75	726793	2180378	1453585	11628684	7994720	6541135	726793	18896611	26891331	2180378	2180378	726793	0	0	5087549	6541135	14535855	726793	1453585	0	0	726793	3633964	0	726793	4360756	10901891	2907171	10175098	36339637	3633964	1453585	0	0	0	0	0	2907171	0	47968321	8721513	10901891	9448306	0	12355477	1453585	34159259	0	1453585	20350197	1453585	2907171	0	1453585	5087549	5087549	12355477	726793	2907171	28344917	0	6541135	1453585	2180378	1453585	5814342	726793	2180378	726793	10901891	12355477	2907171	726793	10901891	2180378	726793	7994720	1453585	10901891	0	2907171	1453585	0	0	1453585	7267927	2180378	726793	1453585	8721513	11628684	15262648	26891331	726793	7994720	0	3633964	726793	7994720	1453585	13809062	726793	5814342	2907171	6541135	2180378	18169819	10901891	726793	0	2180378	37793223	2907171	1453585	3633964	3633964	726793	23257368	2907171	0	2180378	0	0	0	17443026	726793	2180378	0	0	4360756	8721513	726793	17443026	12355477	6541135	13082269	34159259	2180378	726793	2180378	2180378	24710953	4360756	1453585	16716233	5814342	726793	726793	4360756	726793	15262648	14535855	1453585	13809062	45061150	6541135	2180378	15989440	726793	5087549	9448306	1453585	726793	2180378	1453585	0	726793	6541135	726793	18896611	2907171	3633964	4360756	726793	1453585	1453585	7994720	0	0	22530575	10175098	726793	1453585	11628684	5814342	2180378	5814342	0	4360756	726793	2907171	0	726793	2907171	0	1453585	1453585	3633964	10901891	11628684
taxon_78	25616875	0	0	9315227	11644034	18630455	4657614	86165853	11644034	170002898	2328807	4657614	2328807	11644034	6986420	69864205	11644034	25616875	20959261	2328807	16301648	2328807	79179432	2328807	13972841	67535398	67535398	16301648	65206591	0	20959261	34932102	0	4657614	20959261	18630455	13972841	0	0	0	60548977	6986420	4657614	44247330	25616875	0	79179432	13972841	13972841	4657614	44247330	9315227	46576137	16301648	2328807	93152273	9315227	20959261	4657614	32603296	6986420	2328807	6986420	37260909	81508239	4657614	16301648	0	16301648	11644034	109453921	16301648	0	23288068	6986420	6986420	2328807	27945682	93152273	13972841	34932102	11644034	2328807	4657614	4657614	146714830	48904943	23288068	0	190962160	60548977	53562557	0	39589716	39589716	11644034	4657614	11644034	13972841	2328807	25616875	4657614	39589716	11644034	25616875	69864205	6986420	72193012	0	11644034	6986420	55891364	6986420	4657614	2328807	18630455	18630455	41918523	27945682	2328807	9315227	0	30274489	111782728	2328807	16301648	2328807	23288068	6986420	46576137	4657614	4657614	93152273	0	58220171	16301648	6986420	48904943	20959261	4657614	18630455	30274489	0	0	74521818	83837046	27945682	62877784	0	2328807	65206591	0	118769148	25616875	74521818	16301648	32603296	144386023	6986420	2328807	107125114	139728410	2328807	34932102	0	2328807	32603296	2328807	2328807	163016478	6986420	20959261	6986420	4657614	0	18630455	44247330	2328807	23288068	76850625	55891364	4657614	0	11644034	32603296	4657614	2328807	4657614	41918523	2328807	23288068	0	81508239	25616875	4657614	2328807	4657614	25616875	51233750	62877784
taxon_167	405516	81103	216275	351448	892136	567723	189241	865102	297379	108138	54069	108138	27034	297379	54069	162207	162207	108138	243310	81103	135172	81103	135172	135172	189241	189241	865102	243310	405516	162207	108138	405516	108138	108138	1459859	54069	270344	189241	0	189241	973239	702895	621792	0	567723	0	567723	189241	459585	459585	135172	0	81103	162207	54069	324413	459585	513654	81103	297379	54069	0	108138	135172	621792	1378756	54069	81103	189241	540689	1324687	54069	162207	297379	81103	243310	54069	162207	351448	216275	270344	378482	0	0	108138	783998	324413	405516	54069	0	1432825	459585	838067	1459859	1270618	216275	189241	0	756964	135172	1865376	0	27034	81103	946205	216275	162207	540689	135172	27034	108138	216275	108138	405516	135172	1243584	513654	351448	297379	135172	27034	108138	162207	351448	432551	729930	0	54069	108138	892136	108138	81103	567723	2514202	324413	162207	324413	81103	297379	54069	108138	297379	216275	540689	1459859	297379	189241	648826	189241	540689	27034	1973513	783998	648826	648826	459585	702895	1027308	54069	54069	459585	243310	324413	216275	27034	27034	108138	2676408	243310	135172	135172	378482	1108412	189241	27034	216275	135172	648826	0	567723	702895	135172	81103	189241	108138	243310	486620	54069	189241	0	189241	0	811033	459585	54069	135172	189241	54069	189241	459585
taxon_227	12496377	735081	1470162	0	12496377	10291134	2205243	31608484	13231458	11761296	735081	735081	1470162	3675405	2205243	30138322	0	0	0	2205243	16906864	735081	0	5145567	0	9556053	8820972	735081	12496377	2205243	4410486	6615729	4410486	4410486	16906864	735081	0	1470162	0	11026215	13231458	27933079	6615729	1470162	1470162	4410486	11761296	2940324	17641945	0	1470162	1470162	0	1470162	2205243	9556053	7350810	8820972	735081	2940324	735081	735081	2205243	735081	8085891	2940324	0	2205243	0	735081	4410486	5145567	3675405	1470162	6615729	5880648	7350810	0	1470162	1470162	9556053	2205243	1470162	2940324	0	31608484	19112107	7350810	4410486	13966539	6615729	5145567	8085891	8820972	2940324	1470162	0	5880648	54395996	2205243	9556053	2205243	4410486	2940324	11026215	0	13966539	36754051	0	735081	735081	2940324	2205243	735081	2205243	9556053	15436701	0	2205243	13966539	1470162	0	2205243	5145567	16906864	16171783	2940324	8085891	2205243	11761296	3675405	5880648	33078646	3675405	0	2940324	13966539	0	4410486	0	2205243	19112107	3675405	0	14701620	16906864	735081	24992755	2940324	735081	21317350	2940324	5880648	0	33813727	735081	19847188	27933079	0	5145567	2940324	26462917	2940324	36018970	0	0	2940324	4410486	735081	5145567	2205243	4410486	2205243	2940324	735081	2940324	0	30138322	0	11761296	9556053	735081	2205243	2940324	5145567	0	735081	0	25727836	1470162	0	735081	22052431	735081	1470162	0	2940324	13231458	16171783	2205243
